kode_prov,nama_prov,kode_cab,nama_cab,kode_kec,nama_kec,kode_kel,nama_kel,kode_tps,nama_tps,sumPartai,sumPartaiVotesAndCaleg,selisih,partai
32,JAWA BARAT,3216,BEKASI,321613,PEBAYURAN,3216132004,SUMBEREJA,3216132004012,TPS 012,0,8,8,Partai Ummat
34,DAERAH ISTIMEWA YOGYAKARTA,3404,SLEMAN,340402,GODEAN,3404022003,SIDOMULYO,3404022003019,TPS 019,0,8,8,Golkar
73,SULAWESI SELATAN,7371,KOTA MAKASSAR,737114,TAMALANREA,7371141007,BUNTUSU,7371141007005,TPS 005,7,8,1,PDIP
32,JAWA BARAT,3201,BOGOR,320102,GUNUNG PUTRI,3201022004,GUNUNG PUTRI,3201022004011,TPS 011,0,8,8,Hanura
33,JAWA TENGAH,3318,PATI,331806,JAKEN,3318062016,SUKORUKUN,3318062016004,TPS 004,0,8,8,Partai Ummat
32,JAWA BARAT,3206,TASIKMALAYA,320602,KARANGNUNGGAL,3206022010,SUKAWANGUN,3206022010006,TPS 006,0,8,8,PKN
33,JAWA TENGAH,3315,GROBOGAN,331516,GODONG,3315162020,KEMLOKO,3315162020007,TPS 007,0,8,8,PPP
35,JAWA TIMUR,3516,MOJOKERTO,351609,DLANGGU,3516092004,MOJOKARANG,3516092004001,TPS 001,0,8,8,PKN
71,SULAWESI UTARA,7172,KOTA BITUNG,717208,LEMBEH UTARA,7172081007,NUSU,7172081007003,TPS 003,0,8,8,Partai Garuda
35,JAWA TIMUR,3578,KOTA SURABAYA,357810,TAMBAKSARI,3578101004,PACARKEMBANG,3578101004035,TPS 035,3,8,5,Nasdem
52,NUSA TENGGARA BARAT,5271,KOTA MATARAM,527105,SELAPARANG,5271051002,DASAN AGUNG,5271051002008,TPS 008,0,8,8,PBB
13,SUMATERA BARAT,1312,PASAMAN BARAT,131211,SASAK RANAH PASISIE,1312112002,PADANG HARAPAN,1312112002004,TPS 004,4,8,4,Partai Buruh
73,SULAWESI SELATAN,7304,JENEPONTO,730402,TAMALATEA,7304022007,BORONGTALA,7304022007013,TPS 013,0,8,8,PKN
35,JAWA TIMUR,3515,SIDOARJO,351509,TULANGAN,3515092006,PANGKEMIRI,3515092006009,TPS 009,0,8,8,PKN
36,BANTEN,3671,KOTA TANGERANG,367104,BENDA,3671041002,JURUMUDI,3671041002050,TPS 050,0,8,8,Partai Ummat
33,JAWA TENGAH,3329,BREBES,332910,SONGGOM,3329102002,DUKUHMAJA,3329102002016,TPS 016,0,8,8,Partai Ummat
35,JAWA TIMUR,3517,JOMBANG,351712,KESAMBEN,3517122005,JOMBOK,3517122005006,TPS 006,0,8,8,PBB
73,SULAWESI SELATAN,7306,GOWA,730608,SOMBA OPU,7306081012,TAMARUNANG,7306081012018,TPS 018,0,8,8,Partai Ummat
12,SUMATERA UTARA,1223,LABUHANBATU UTARA,122303,KUALUH HILIR,1223032002,KUALA BANGKA,1223032002004,TPS 004,0,8,8,PSI
33,JAWA TENGAH,3310,KLATEN,331023,KALIKOTES,3310232003,KALIKOTES,3310232003011,TPS 011,0,8,8,Partai Buruh
33,JAWA TENGAH,3302,BANYUMAS,330225,PURWOKERTO BARAT,3302251006,KOBER,3302251006028,TPS 028,0,8,8,PBB
33,JAWA TENGAH,3325,BATANG,332507,GRINGSING,3325072007,PLELEN,3325072007012,TPS 012,0,8,8,Hanura
33,JAWA TENGAH,3307,WONOSOBO,330704,KALIWIRO,3307041015,KALIWIRO,3307041015006,TPS 006,0,8,8,PBB
32,JAWA BARAT,3209,CIREBON,320937,GEMPOL,3209372007,KEMPEK,3209372007012,TPS 012,0,8,8,Partai Ummat
13,SUMATERA BARAT,1376,KOTA PAYAKUMBUH,137603,PAYAKUMBUH TIMUR,1376031003,PADANG TANGAH PAYOBADAR,1376031003002,TPS 002,0,8,8,Hanura
35,JAWA TIMUR,3515,SIDOARJO,351518,WARU,3515182015,KEDUNGREJO,3515182015009,TPS 009,0,8,8,Partai Buruh
12,SUMATERA UTARA,1218,SERDANG BEDAGAI,121809,DOLOK MASIHUL,1218092013,PERTAMBATAN,1218092013009,TPS 009,0,8,8,PERINDO
13,SUMATERA BARAT,1311,SOLOK SELATAN,131107,SANGIR BALAI JANGGO,1311072001,SUNGAI KUNYIT,1311072001026,TPS 026,0,8,8,PSI
33,JAWA TENGAH,3321,DEMAK,332106,WONOSALAM,3321062006,KENDALDOYONG,3321062006003,TPS 003,0,8,8,PKN
62,KALIMANTAN TENGAH,6201,KOTAWARINGIN BARAT,620101,KUMAI,6201012017,BUMI HARJO,6201012017008,TPS 008,0,8,8,PBB
32,JAWA BARAT,3205,GARUT,320511,LEUWIGOONG,3205112008,KARANGSARI,3205112008008,TPS 008,6,8,2,PKB
32,JAWA BARAT,3210,MAJALENGKA,321017,SUMBERJAYA,3210172001,BONGAS WETAN,3210172001020,TPS 020,0,8,8,Hanura
33,JAWA TENGAH,3304,BANJARNEGARA,330414,PAGENTAN,3304142012,PAGENTAN,3304142012001,TPS 001,0,8,8,Partai Gelora
73,SULAWESI SELATAN,7304,JENEPONTO,730407,BONTORAMBA,7304072003,BALUMBUNGAN,7304072003004,TPS 004,0,8,8,Partai Ummat
33,JAWA TENGAH,3312,WONOGIRI,331208,EROMOKO,3312082006,BALEHARJO,3312082006010,TPS 010,0,8,8,Partai Garuda
51,BALI,5103,BADUNG,510303,ABIANSEMAL,5103032006,SEDANG,5103032006001,TPS 001,0,8,8,PERINDO
32,JAWA BARAT,3202,SUKABUMI,320218,KALAPANUNGGAL,3202182005,KADUNUNGGAL,3202182005013,TPS 013,0,8,8,PSI
14,RIAU,1402,INDRAGIRI HULU,140211,SUNGAI LALA,1402112010,PERKEBUNAN SUNGAI LALA,1402112010015,TPS 015,0,8,8,PSI
33,JAWA TENGAH,3329,BREBES,332903,BUMIAYU,3329032010,LANGKAP,3329032010019,TPS 019,2,8,6,PPP
34,DAERAH ISTIMEWA YOGYAKARTA,3402,BANTUL,340210,IMOGIRI,3402102002,SRIHARJO,3402102002028,TPS 028,0,8,8,PKN
33,JAWA TENGAH,3308,MAGELANG,330803,NGLUWAR,3308032005,KARANGTALUN,3308032005013,TPS 013,0,8,8,Partai Gelora
33,JAWA TENGAH,3375,KOTA PEKALONGAN,337503,PEKALONGAN UTARA,3375031010,PANJANG BARU,3375031010025,TPS 025,0,8,8,Nasdem
12,SUMATERA UTARA,1205,LANGKAT,120509,SECANGGANG,1205092002,TELUK,1205092002017,TPS 017,0,8,8,PSI
32,JAWA BARAT,3209,CIREBON,320902,CILEDUG,3209022013,CILEDUG KULON,3209022013013,TPS 013,0,8,8,Partai Garuda
31,DKI JAKARTA,3172,KOTA ADM. JAKARTA UTARA,317204,CILINCING,3172041002,SUKAPURA,3172041002177,TPS 177,0,8,8,PPP
33,JAWA TENGAH,3321,DEMAK,332105,KARANGTENGAH,3321052003,PULOSARI,3321052003010,TPS 010,0,8,8,Partai Ummat
35,JAWA TIMUR,3517,JOMBANG,351706,MOJOAGUNG,3517062008,KAUMAN,3517062008005,TPS 005,0,8,8,Partai Ummat
64,KALIMANTAN TIMUR,6402,KUTAI KARTANEGARA,640203,LOA JANAN,6402032007,LOA DURI ILIR,6402032007031,TPS 031,0,8,8,Partai Garuda
32,JAWA BARAT,3217,BANDUNG BARAT,321712,CIPONGKOR,3217122012,NEGLASARI,3217122012005,TPS 005,0,8,8,Partai Ummat
33,JAWA TENGAH,3311,SUKOHARJO,331104,SUKOHARJO,3311041013,BULAKREJO,3311041013008,TPS 008,0,8,8,PKN
71,SULAWESI UTARA,7101,BOLAANG MONGONDOW,710113,BOLAANG,7101132002,SOLIMANDUNGAN II,7101132002001,TPS 001,0,8,8,PERINDO
33,JAWA TENGAH,3376,KOTA TEGAL,337604,MARGADANA,3376041002,KRANDON,3376041002008,TPS 008,0,8,8,Partai Garuda
35,JAWA TIMUR,3517,JOMBANG,351705,WONOSALAM,3517052008,SUMBERJO,3517052008008,TPS 008,0,8,8,Hanura
35,JAWA TIMUR,3521,NGAWI,352109,NGAWI,3521091015,KETANGGI,3521091015015,TPS 015,0,8,8,Partai Buruh
73,SULAWESI SELATAN,7326,TORAJA UTARA,732603,NANGGALA,7326032009,KARRE PANANIAN,7326032009002,TPS 002,0,8,8,PAN
11,ACEH,1118,PIDIE JAYA,111802,ULIM,1118022004,TIJIEN HUSEN,1118022004002,TPS 002,0,8,8,Hanura
52,NUSA TENGGARA BARAT,5203,LOMBOK TIMUR,520304,SIKUR,5203042010,DARMASARI,5203042010005,TPS 005,0,8,8,PSI
33,JAWA TENGAH,3316,BLORA,331602,RANDUBLATUNG,3316022006,PILANG,3316022006003,TPS 003,0,8,8,PKN
18,LAMPUNG,1871,KOTA BANDAR LAMPUNG,187113,KEMILING,1871131007,PINANG JAYA,1871131007016,TPS 016,0,8,8,Partai Garuda
63,KALIMANTAN SELATAN,6308,HULU SUNGAI UTARA,630804,AMUNTAI SELATAN,6308042011,KAYAKAH,6308042011003,TPS 003,0,8,8,Partai Garuda
34,DAERAH ISTIMEWA YOGYAKARTA,3402,BANTUL,340210,IMOGIRI,3402102001,SELOPAMIORO,3402102001045,TPS 045,0,8,8,Partai Garuda
32,JAWA BARAT,3215,KARAWANG,321521,MAJALAYA,3215212006,PASIRMULYA,3215212006004,TPS 004,0,8,8,PBB
33,JAWA TENGAH,3305,KEBUMEN,330501,AYAH,3305012011,KALIPOH,3305012011003,TPS 003,0,8,8,PKN
35,JAWA TIMUR,3523,TUBAN,352309,PARENGAN,3523092007,PARANGBATU,3523092007007,TPS 007,0,8,8,PKS
73,SULAWESI SELATAN,7307,SINJAI,730708,TELLU LIMPOE,7307081001,MANNANTI,7307081001011,TPS 011,0,8,8,PKN
32,JAWA BARAT,3213,SUBANG,321306,PURWADADI,3213062010,RANCAMAHI,3213062010004,TPS 004,0,8,8,PERINDO
35,JAWA TIMUR,3517,JOMBANG,351715,PLANDAAN,3517152010,TONDOWULAN,3517152010008,TPS 008,0,8,8,PBB
33,JAWA TENGAH,3306,PURWOREJO,330607,BANYUURIP,3306071010,BOROKULON,3306071010003,TPS 003,0,8,8,Partai Gelora
33,JAWA TENGAH,3322,SEMARANG,332217,KALIWUNGU,3322172007,PAPRINGAN,3322172007004,TPS 004,0,8,8,PBB
33,JAWA TENGAH,3327,PEMALANG,332701,MOGA,3327012001,PLAKARAN,3327012001016,TPS 016,0,8,8,Hanura
73,SULAWESI SELATAN,7372,KOTA PAREPARE,737203,SOREANG,7372031006,BUKIT INDAH,7372031006011,TPS 011,1,8,7,Partai Gelora
13,SUMATERA BARAT,1306,AGAM,130607,AMPEK ANGKEK,1306072005,AMPANG GADANG,1306072005002,TPS 002,0,8,8,PERINDO
32,JAWA BARAT,3206,TASIKMALAYA,320638,PAGERAGEUNG,3206382002,PAGERAGEUNG,3206382002006,TPS 006,0,8,8,Partai Garuda
52,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,520115,KURIPAN,5201152003,KURIPAN UTARA,5201152003003,TPS 003,0,8,8,Partai Buruh
35,JAWA TIMUR,3501,PACITAN,350110,TULAKAN,3501102015,WONOSIDI,3501102015015,TPS 015,0,8,8,PKN
32,JAWA BARAT,3205,GARUT,320531,BUNGBULANG,3205312002,HANJUANG,3205312002001,TPS 001,0,8,8,PSI
32,JAWA BARAT,3278,KOTA TASIKMALAYA,327806,CIBEUREUM,3278061007,KERSANAGARA,3278061007014,TPS 014,7,8,1,PDIP
32,JAWA BARAT,3208,KUNINGAN,320821,CIPICUNG,3208212003,SUSUKAN,3208212003001,TPS 001,0,8,8,Partai Ummat
73,SULAWESI SELATAN,7310,PANGKAJENE DAN KEPULAUAN,731010,MINASA TENE,7310101003,BIRAENG,7310101003013,TPS 013,0,8,8,PKN
32,JAWA BARAT,3209,CIREBON,320902,CILEDUG,3209022014,CILEDUG WETAN,3209022014012,TPS 012,0,8,8,Hanura
35,JAWA TIMUR,3518,NGANJUK,351811,TANJUNGANOM,3518112002,SUMBERKEPUH,3518112002012,TPS 012,0,8,8,Partai Ummat
35,JAWA TIMUR,3503,TRENGGALEK,350303,PULE,3503032007,TANGGARAN,3503032007012,TPS 012,0,8,8,Partai Gelora
12,SUMATERA UTARA,1218,SERDANG BEDAGAI,121802,PERBAUNGAN,1218022006,CITAMAN JERNIH,1218022006009,TPS 009,0,8,8,Partai Ummat
35,JAWA TIMUR,3502,PONOROGO,350211,BALONG,3502112013,BALONG,3502112013006,TPS 006,0,8,8,PPP
16,SUMATERA SELATAN,1607,BANYUASIN,160701,BANYUASIN I,1607011021,MARIANA ILIR,1607011021019,TPS 019,0,8,8,PBB
18,LAMPUNG,1801,LAMPUNG SELATAN,180114,KETAPANG,1801142008,SUMUR,1801142008009,TPS 009,0,8,8,PKN
33,JAWA TENGAH,3329,BREBES,332909,BREBES,3329092001,BANJARANYAR,3329092001011,TPS 011,0,8,8,Partai Ummat
32,JAWA BARAT,3279,KOTA BANJAR,327904,LANGENSARI,3279042006,KUJANGSARI,3279042006021,TPS 021,0,8,8,PERINDO
35,JAWA TIMUR,3516,MOJOKERTO,351617,DAWARBLANDONG,3516172016,MADURESO,3516172016007,TPS 007,0,8,8,Partai Ummat
11,ACEH,1111,BIREUEN,111102,JEUNIEB,1111022057,MEUNASAH LUENG,1111022057001,TPS 001,0,8,8,PSI
35,JAWA TIMUR,3526,BANGKALAN,352613,TANAH MERAH,3526132002,TANAH MERAH LAOK,3526132002001,TPS 001,0,8,8,Golkar
32,JAWA BARAT,3201,BOGOR,320102,GUNUNG PUTRI,3201022007,CICADAS,3201022007004,TPS 004,1,8,7,Partai Gelora
32,JAWA BARAT,3205,GARUT,320521,SUKARESMI,3205212003,MEKARJAYA,3205212003019,TPS 019,6,8,2,PDIP
32,JAWA BARAT,3201,BOGOR,320112,KEMANG,3201122008,PONDOK UDIK,3201122008025,TPS 025,0,8,8,Partai Ummat
32,JAWA BARAT,3217,BANDUNG BARAT,321709,BATUJAJAR,3217092008,PANGAUBAN,3217092008012,TPS 012,0,8,8,Partai Garuda
12,SUMATERA UTARA,1202,TAPANULI UTARA,120214,GAROGA,1202142001,GAROGA SIBARGOT,1202142001009,TPS 009,0,8,8,PKB
33,JAWA TENGAH,3303,PURBALINGGA,330307,KUTASARI,3303072011,CANDIWULAN,3303072011001,TPS 001,0,8,8,PKN
53,NUSA TENGGARA TIMUR,5307,SIKKA,530720,DORENG,5307202006,KLOANGPOPOT,5307202006004,TPS 004,0,8,8,PKN
36,BANTEN,3674,KOTA TANGERANG SELATAN,367407,SETU,3674071005,BABAKAN,3674071005002,TPS 002,0,8,8,Demokrat
14,RIAU,1402,INDRAGIRI HULU,140205,PERANAP,1402052013,PANDAN WANGI,1402052013007,TPS 007,0,8,8,PBB
33,JAWA TENGAH,3319,KUDUS,331901,KALIWUNGU,3319012014,KALIWUNGU,3319012014012,TPS 012,0,8,8,Demokrat
32,JAWA BARAT,3206,TASIKMALAYA,320616,TANJUNGJAYA,3206162001,CIKEUSAL,3206162001016,TPS 016,0,8,8,Partai Buruh
35,JAWA TIMUR,3504,TULUNGAGUNG,350403,KEDUNGWARU,3504032019,NGUJANG,3504032019001,TPS 001,0,8,8,Partai Garuda
32,JAWA BARAT,3211,SUMEDANG,321121,TANJUNGMEDAR,3211212004,KAMAL,3211212004002,TPS 002,0,8,8,Hanura
33,JAWA TENGAH,3308,MAGELANG,330806,DUKUN,3308062002,WATES,3308062002006,TPS 006,0,8,8,PERINDO
35,JAWA TIMUR,3520,MAGETAN,352018,SIDOREJO,3520182003,KALANG,3520182003002,TPS 002,0,8,8,PKB
33,JAWA TENGAH,3313,KARANGANYAR,331309,KARANGANYAR,3313091010,GAYAMDOMPO,3313091010013,TPS 013,0,8,8,PKB
18,LAMPUNG,1806,TANGGAMUS,180625,BANDAR NEGERI SEMUONG,1806252004,RAJABASA,1806252004001,TPS 001,0,8,8,Partai Garuda
18,LAMPUNG,1802,LAMPUNG TENGAH,180225,WAY SEPUTIH,1802252006,SANGGA BUANA,1802252006003,TPS 003,0,8,8,PPP
32,JAWA BARAT,3204,BANDUNG,320435,PASEH,3204352002,CIPEDES,3204352002011,TPS 011,0,8,8,PBB
32,JAWA BARAT,3210,MAJALENGKA,321020,CIGASONG,3210202007,BARIBIS,3210202007001,TPS 001,0,8,8,Hanura
35,JAWA TIMUR,3513,PROBOLINGGO,351314,KRAKSAAN,3513142001,KREGENAN,3513142001005,TPS 005,0,8,8,Partai Garuda
35,JAWA TIMUR,3503,TRENGGALEK,350303,PULE,3503032002,PUYUNG,3503032002015,TPS 015,0,8,8,Partai Buruh
31,DKI JAKARTA,3173,KOTA ADM. JAKARTA BARAT,317301,CENGKARENG,3173011005,KAPUK,3173011005133,TPS 133,6,8,2,PERINDO
33,JAWA TENGAH,3310,KLATEN,331001,PRAMBANAN,3310012006,TLOGO,3310012006005,TPS 005,0,8,8,PERINDO
33,JAWA TENGAH,3318,PATI,331810,PATI,3318102022,KUTOHARJO,3318102022006,TPS 006,0,8,8,PBB
32,JAWA BARAT,3215,KARAWANG,321514,JATISARI,3215142003,BARUGBUG,3215142003010,TPS 010,0,8,8,PBB
35,JAWA TIMUR,3505,BLITAR,350502,UDANAWU,3505022010,SLEMANAN,3505022010009,TPS 009,0,8,8,Partai Gelora
11,ACEH,1115,NAGAN RAYA,111506,SUKA MAKMUE,1115062007,COT KUTA,1115062007001,TPS 001,0,8,8,Gerindra
12,SUMATERA UTARA,1209,ASAHAN,120923,SEI DADAP,1209232010,PASIRAN,1209232010007,TPS 007,0,8,8,Partai Ummat
35,JAWA TIMUR,3516,MOJOKERTO,351603,PACET,3516032013,BENDUNGANJATI,3516032013904,TPS 904,0,8,8,Partai Garuda
32,JAWA BARAT,3278,KOTA TASIKMALAYA,327804,INDIHIANG,3278041004,SIRNAGALIH,3278041004017,TPS 017,0,8,8,Partai Buruh
35,JAWA TIMUR,3522,BOJONEGORO,352223,TRUCUK,3522232011,KANDANGAN,3522232011004,TPS 004,0,8,8,PBB
16,SUMATERA SELATAN,1601,OGAN KOMERING ULU,160107,SOSOH BUAY RAYAP,1601072009,MEKAR SARI,1601072009002,TPS 002,1,8,7,PSI
35,JAWA TIMUR,3513,PROBOLINGGO,351319,DRINGU,3513192009,KALIREJO,3513192009002,TPS 002,0,8,8,PKN
61,KALIMANTAN BARAT,6108,LANDAK,610805,AIR BESAR,6108052014,BENTIANG MADOMANG,6108052014001,TPS 001,0,8,8,PKS
73,SULAWESI SELATAN,7308,BONE,730802,KAHU,7308022005,CAKKELA,7308022005003,TPS 003,0,8,8,Partai Garuda
73,SULAWESI SELATAN,7309,MAROS,730914,TURIKALE,7309141001,PETTUADAE,7309141001019,TPS 019,0,8,8,Partai Garuda
33,JAWA TENGAH,3325,BATANG,332505,BAWANG,3325052010,BAWANG,3325052010006,TPS 006,0,8,8,Partai Gelora
33,JAWA TENGAH,3305,KEBUMEN,330516,KUWARASAN,3305162017,WONOYOSO,3305162017006,TPS 006,0,8,8,PKN
33,JAWA TENGAH,3308,MAGELANG,330814,BANDONGAN,3308142002,SALAMKANCI,3308142002002,TPS 002,0,8,8,PERINDO
33,JAWA TENGAH,3324,KENDAL,332404,PATEAN,3324042011,KALILUMPANG,3324042011003,TPS 003,0,8,8,Partai Buruh
12,SUMATERA UTARA,1207,DELI SERDANG,120701,GUNUNG MERIAH,1207012007,KUTA TENGAH,1207012007001,TPS 001,0,8,8,Partai Gelora
32,JAWA BARAT,3206,TASIKMALAYA,320616,TANJUNGJAYA,3206162003,SUKANAGARA,3206162003012,TPS 012,0,8,8,PBB
35,JAWA TIMUR,3514,PASURUAN,351415,REMBANG,3514152012,ORO-ORO OMBOWETAN,3514152012016,TPS 016,0,8,8,Partai Ummat
33,JAWA TENGAH,3327,PEMALANG,332710,PETARUKAN,3327102002,WIDODAREN,3327102002013,TPS 013,0,8,8,PKN
12,SUMATERA UTARA,1223,LABUHANBATU UTARA,122305,MARBAU,1223052002,PERKEBUNAN PERNANTIAN,1223052002004,TPS 004,0,8,8,PKN
32,JAWA BARAT,3206,TASIKMALAYA,320604,PANCATENGAH,3206042008,JAYAMUKTI,3206042008010,TPS 010,0,8,8,Partai Garuda
13,SUMATERA BARAT,1305,PADANG PARIAMAN,130517,ENAM LINGKUNG,1305172004,PARIT MALINTANG,1305172004003,TPS 003,0,8,8,Hanura
33,JAWA TENGAH,3324,KENDAL,332407,BOJA,3324072007,NGABEAN,3324072007017,TPS 017,0,8,8,Partai Gelora
32,JAWA BARAT,3203,CIANJUR,320311,CUGENANG,3203112006,MANGUNKERTA,3203112006005,TPS 005,0,8,8,Partai Ummat
32,JAWA BARAT,3201,BOGOR,320104,SUKARAJA,3201042003,CILEBUT BARAT,3201042003063,TPS 063,0,8,8,Partai Gelora
18,LAMPUNG,1802,LAMPUNG TENGAH,180221,ANAK TUHA,1802212008,NEGARA AJI BARU,1802212008008,TPS 008,0,8,8,PBB
13,SUMATERA BARAT,1304,TANAH DATAR,130413,LINTAU BUO UTARA,1304132002,BALAI TANGAH,1304132002004,TPS 004,0,8,8,PBB
35,JAWA TIMUR,3514,PASURUAN,351424,TOSARI,3514242005,WONOKITRI,3514242005001,TPS 001,0,8,8,PKS
32,JAWA BARAT,3212,INDRAMAYU,321215,INDRAMAYU,3212152017,PABEANUDIK,3212152017030,TPS 030,0,8,8,PBB
35,JAWA TIMUR,3529,SUMENEP,352910,GANDING,3529102014,KETAWANG KARAY,3529102014014,TPS 014,0,8,8,PBB
32,JAWA BARAT,3202,SUKABUMI,320211,CIBADAK,3202112008,CIHEULANG TONGGOH,3202112008014,TPS 014,0,8,8,Partai Ummat
14,RIAU,1410,KEPULAUAN MERANTI,141002,RANGSANG BARAT,1410022005,BOKOR,1410022005001,TPS 001,0,8,8,Partai Ummat
33,JAWA TENGAH,3329,BREBES,332909,BREBES,3329091015,PASARBATANG,3329091015048,TPS 048,3,8,5,Nasdem
73,SULAWESI SELATAN,7308,BONE,730822,TANETE RIATTANG BARAT,7308221003,MACANANG,7308221003003,TPS 003,0,8,8,Partai Ummat
35,JAWA TIMUR,3503,TRENGGALEK,350303,PULE,3503032009,JOMBOK,3503032009004,TPS 004,0,8,8,Partai Buruh
12,SUMATERA UTARA,1207,DELI SERDANG,120724,HAMPARAN PERAK,1207242003,KLUMPANG KEBUN,1207242003043,TPS 043,0,8,8,PERINDO
35,JAWA TIMUR,3517,JOMBANG,351714,PLOSO,3517142006,DADITUNGGAL,3517142006004,TPS 004,0,8,8,PERINDO
31,DKI JAKARTA,3173,KOTA ADM. JAKARTA BARAT,317301,CENGKARENG,3173011005,KAPUK,3173011005215,TPS 215,0,8,8,Partai Ummat
32,JAWA BARAT,3216,BEKASI,321606,TAMBUN SELATAN,3216061001,JATIMULYA,3216061001083,TPS 083,0,8,8,Partai Gelora
33,JAWA TENGAH,3305,KEBUMEN,330506,BULUSPESANTREN,3305062019,SIDOMORO,3305062019005,TPS 005,0,8,8,Partai Ummat
33,JAWA TENGAH,3310,KLATEN,331013,KARANGDOWO,3310132009,KARANGDOWO,3310132009008,TPS 008,0,8,8,PERINDO
31,DKI JAKARTA,3172,KOTA ADM. JAKARTA UTARA,317202,TANJUNG PRIOK,3172021003,PAPANGGO,3172021003127,TPS 127,0,8,8,PPP
13,SUMATERA BARAT,1306,AGAM,130616,MALALAK,1306162001,MALALAK UTARA,1306162001004,TPS 004,0,8,8,PBB
33,JAWA TENGAH,3316,BLORA,331611,BANJAREJO,3316112012,GEDONGSARI,3316112012011,TPS 011,0,8,8,Hanura
35,JAWA TIMUR,3503,TRENGGALEK,350308,WATULIMO,3503082006,NGEMBEL,3503082006006,TPS 006,0,8,8,Partai Garuda
34,DAERAH ISTIMEWA YOGYAKARTA,3401,KULON PROGO,340112,KALIBAWANG,3401122002,BANJARASRI,3401122002001,TPS 001,0,8,8,PKB
32,JAWA BARAT,3201,BOGOR,320106,JONGGOL,3201062012,BALEKAMBANG,3201062012023,TPS 023,0,8,8,Partai Garuda
35,JAWA TIMUR,3523,TUBAN,352311,SOKO,3523112010,MENTORO,3523112010005,TPS 005,0,8,8,PBB
33,JAWA TENGAH,3302,BANYUMAS,330210,KALIBAGOR,3302102002,SURO,3302102002011,TPS 011,0,8,8,PKN
73,SULAWESI SELATAN,7314,SIDENRENG RAPPANG,731403,WATANG PULU,7314031003,BANGKAI,7314031003008,TPS 008,0,8,8,PBB
32,JAWA BARAT,3203,CIANJUR,320316,TAKOKAK,3203162001,PASAWAHAN,3203162001014,TPS 014,0,8,8,PBB
18,LAMPUNG,1807,LAMPUNG TIMUR,180723,WAY BUNGUR,1807232002,TANJUNG QENCONO,1807232002002,TPS 002,0,8,8,PPP
33,JAWA TENGAH,3312,WONOGIRI,331208,EROMOKO,3312082008,MINGGARHARJO,3312082008010,TPS 010,0,8,8,Partai Ummat
35,JAWA TIMUR,3501,PACITAN,350104,PACITAN,3501042019,WIDORO,3501042019003,TPS 003,0,8,8,PPP
33,JAWA TENGAH,3322,SEMARANG,332203,SUSUKAN,3322032003,TAWANG,3322032003007,TPS 007,0,8,8,PKN
16,SUMATERA SELATAN,1609,OGAN KOMERING ULU SELATAN,160903,BANDING AGUNG,1609032021,SIPATUHU,1609032021007,TPS 007,0,8,8,Hanura
18,LAMPUNG,1802,LAMPUNG TENGAH,180222,SENDANG AGUNG,1802222005,SENDANG ASIH,1802222005015,TPS 015,0,8,8,PERINDO
15,JAMBI,1509,TEBO,150907,RIMBO ULU,1509072003,SUMBER SARI,1509072003002,TPS 002,0,8,8,PERINDO
33,JAWA TENGAH,3314,SRAGEN,331408,NGRAMPAL,3314082008,KLANDUNGAN,3314082008012,TPS 012,0,8,8,Partai Ummat
33,JAWA TENGAH,3312,WONOGIRI,331201,PRACIMANTORO,3312012004,GAMBIRMANIS,3312012004014,TPS 014,0,8,8,PERINDO
71,SULAWESI UTARA,7109,KEP. SIAU TAGULANDANG BIARO,710909,SIAU TENGAH,7109092002,BEONG,7109092002001,TPS 001,0,8,8,Partai Ummat
35,JAWA TIMUR,3514,PASURUAN,351420,GRATI,3514202014,SUMBERDAWESARI,3514202014020,TPS 020,0,8,8,PERINDO
33,JAWA TENGAH,3328,TEGAL,332818,DUKUHWARU,3328182008,SINDANG,3328182008009,TPS 009,0,8,8,Partai Gelora
34,DAERAH ISTIMEWA YOGYAKARTA,3402,BANTUL,340202,SANDEN,3402022001,GADINGSARI,3402022001015,TPS 015,0,8,8,Partai Garuda
33,JAWA TENGAH,3376,KOTA TEGAL,337603,TEGAL SELATAN,3376031002,BANDUNG,3376031002005,TPS 005,0,8,8,PBB
33,JAWA TENGAH,3311,SUKOHARJO,331104,SUKOHARJO,3311041004,BEGAJAH,3311041004010,TPS 010,0,8,8,PERINDO
35,JAWA TIMUR,3515,SIDOARJO,351502,PRAMBON,3515022017,CANGKRINGTURI,3515022017005,TPS 005,0,8,8,PKN
52,NUSA TENGGARA BARAT,5202,LOMBOK TENGAH,520204,PUJUT,5202042005,PENGENGAT,5202042005003,TPS 003,0,8,8,Partai Garuda
18,LAMPUNG,1801,LAMPUNG SELATAN,180110,PALAS,1801102010,BANDAN HURIP,1801102010006,TPS 006,0,8,8,Partai Buruh
33,JAWA TENGAH,3313,KARANGANYAR,331310,TASIKMADU,3313102005,SURUH,3313102005017,TPS 017,0,8,8,PERINDO
33,JAWA TENGAH,3326,PEKALONGAN,332602,PANINGGARAN,3326022012,NOTOGIWANG,3326022012001,TPS 001,0,8,8,Demokrat
15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,1506082004,LAMPISI,1506082004004,TPS 004,0,8,8,PPP
76,SULAWESI BARAT,7601,PASANGKAYU,760102,PASANGKAYU,7601021001,PASANGKAYU,7601021001024,TPS 024,4,8,4,Golkar
